
0.7 coefvel 62 alphaweight %79.21

Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 189
Goal Reached!  Total distance traveled is: 21.945 || Avg execution time per cycle is: 0.00264103
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 190
Goal Reached!  Total distance traveled is: 22.0053 || Avg execution time per cycle is: 0.000630662
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 191
Goal Reached!  Total distance traveled is: 22.2 || Avg execution time per cycle is: 0.000621019
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 192
Goal Reached!  Total distance traveled is: 21.8793 || Avg execution time per cycle is: 0.000624088
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 193
Collision occured!  ||  Avg execution time per cycle is: 0.000415385
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 194
Collision occured!  ||  Avg execution time per cycle is: 0.000854545
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 195
Goal Reached!  Total distance traveled is: 22.1845 || Avg execution time per cycle is: 0.000677524
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 196
Goal Reached!  Total distance traveled is: 22.0127 || Avg execution time per cycle is: 0.000622222
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 197
Goal Reached!  Total distance traveled is: 21.99 || Avg execution time per cycle is: 0.000700704
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 198
Collision occured!  ||  Avg execution time per cycle is: 0.000791304
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 199
Goal Reached!  Total distance traveled is: 22.2701 || Avg execution time per cycle is: 0.000754839
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 200
Goal Reached!  Total distance traveled is: 22.1733 || Avg execution time per cycle is: 0.000877076
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 201
Goal Reached!  Total distance traveled is: 22.194 || Avg execution time per cycle is: 0.00063141
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 202
Goal Reached!  Total distance traveled is: 22.0439 || Avg execution time per cycle is: 0.000636364
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 203
Goal Reached!  Total distance traveled is: 22.077 || Avg execution time per cycle is: 0.000684397
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 204
Goal Reached!  Total distance traveled is: 21.9185 || Avg execution time per cycle is: 0.000667897
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 205
Goal Reached!  Total distance traveled is: 22.0267 || Avg execution time per cycle is: 0.000686084
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 206
Goal Reached!  Total distance traveled is: 22.1372 || Avg execution time per cycle is: 0.000643357
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 207
Goal Reached!  Total distance traveled is: 21.8708 || Avg execution time per cycle is: 0.000860215
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 208
Goal Reached!  Total distance traveled is: 22.2871 || Avg execution time per cycle is: 0.00223826
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 209
Goal Reached!  Total distance traveled is: 21.8898 || Avg execution time per cycle is: 0.000662879
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 210
Goal Reached!  Total distance traveled is: 22.2517 || Avg execution time per cycle is: 0.000652027
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 211
Collision occured!  ||  Avg execution time per cycle is: 0.00167857
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 212
Goal Reached!  Total distance traveled is: 22.0565 || Avg execution time per cycle is: 0.00146254
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 213
Goal Reached!  Total distance traveled is: 21.8333 || Avg execution time per cycle is: 0.0019963
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 214
Goal Reached!  Total distance traveled is: 22.0675 || Avg execution time per cycle is: 0.00321959
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 215
Goal Reached!  Total distance traveled is: 22.1832 || Avg execution time per cycle is: 0.00158108
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 216
Goal Reached!  Total distance traveled is: 22.2161 || Avg execution time per cycle is: 0.00154392
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 217
Collision occured!  ||  Avg execution time per cycle is: 0.00331884
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 218
Goal Reached!  Total distance traveled is: 22.2353 || Avg execution time per cycle is: 0.00172297
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 219
Goal Reached!  Total distance traveled is: 22.058 || Avg execution time per cycle is: 0.000996491
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 220
Collision occured!  ||  Avg execution time per cycle is: 0.00765753
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 221
Goal Reached!  Total distance traveled is: 22.0183 || Avg execution time per cycle is: 0.00261672
Simulation Started!  ||  Goal successfully published at (22.0, 0.0) in world 222
Goal Reached!  Total distance traveled is: 22.2099 || Avg execution time per cycle is: 0.00434106
